Name,Type,Product,Activity,Location,Database,Current_code,New_code
CAR_BIODIESEL_B100_ELD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674,qaejejarscltqua3on0ecyml0jmigz1d
CAR_BIODIESEL_B100_LD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,3c5cce1006b244b79ef2c1b00c1cab6b,p7p7i7gboiiyv7emzi6sgyi3k4lgxzk5
CAR_BIODIESEL_B100_LD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674,15cf1azahb3ky0gpfdnufdj5zp4tqeeb
CAR_BIODIESEL_B100_MD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674,e5yq24oksruhxvxw65z3sks4ff1xwze0
CAR_BIODIESEL_B100_MD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,3c5cce1006b244b79ef2c1b00c1cab6b,agxswxd8arf25kn704fm5adzmlhl50qv
CAR_BIODIESEL_B100_SD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674,kafyzo5k8vytnaaay71wbgj9ck0k9ryi
CAR_BIODIESEL_B100_SD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,3c5cce1006b244b79ef2c1b00c1cab6b,f31stvo6omytnckehryhzi6eqg777wn3
CAR_BIODIESEL_B20_ELD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,3c5cce1006b244b79ef2c1b00c1cab6b,iyc2xgsj91g63qdn3a9ibxqfddnnfxwi
CAR_BIODIESEL_B20_ELD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674,6fwkduca6qh91vf731di7alyssga5xep
CAR_BIODIESEL_B20_LD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,3c5cce1006b244b79ef2c1b00c1cab6b,u9dimsz1tmp2egwt3zb1rxd5x38aquvf
CAR_BIODIESEL_B20_LD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674,qge16henb48mhahb0i7k15uf8cvnczt1
CAR_BIODIESEL_B20_MD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,3c5cce1006b244b79ef2c1b00c1cab6b,vy1tc09mwjsd61q3h6l16dgcy2irklj8
CAR_BIODIESEL_B20_MD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674,ds3vzha2nwbnpvwn2qf04m911lge0pjz
CAR_BIODIESEL_B20_SD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674,rd30964orcz5q0vkt9jqdj0a2czvmye2
CAR_BIODIESEL_B20_SD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,3c5cce1006b244b79ef2c1b00c1cab6b,5n0gzyhihzotcgxwytpla6y66ykspojf
CAR_CNG_ELD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, compressed gas, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,eac94c107f3244e2ac9e5b992189a961,v3sa1uzfgi1l76qvz3nnl31d614orhkq
CAR_CNG_ELD,Construction,"Passenger car, EURO-6ab","Passenger car, compressed gas, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,a11e0faa867743269fb5b00e742423ad,7xfdkur7mb8oasp9g0a77zwn4f4u57u1
CAR_CNG_LD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, compressed gas, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,eac94c107f3244e2ac9e5b992189a961,ekhxlfbj3jpvuw86ma4k4lrbk012ob6s
CAR_CNG_LD,Construction,"Passenger car, EURO-6ab","Passenger car, compressed gas, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2050+truck_carculator regionalized_wo_bg,a11e0faa867743269fb5b00e742423ad,crsc7payblop1budstst9t3dqz6n8b7v
